wo_id,wo_description,collection,primary_code,primary_code_description,secondary_code,secondary_code_description,equipment_id,equipment_name,preventive,work_priority,actual_finish,duration,actual_labor_hours
WO222161,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04012,Chiller 12,TRUE,5,12/28/14 15:30,3:00,1:00
WO384322,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04006,Chiller 6,TRUE,5,3/10/21 20:30,3:00,1:00
WO333247,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04007,Chiller 7,TRUE,5,3/8/19 20:30,3:00,1:00
WO358248,Refrigerant Addition and more specific Small Amount related to entire chiller system,entire chiller system,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04010,Chiller 10,TRUE,5,4/2/20 19:30,3:00,1:00
WO334885,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04013,Chiller 13,TRUE,5,4/12/19 19:30,3:00,1:00
WO256048,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04006,Chiller 6,TRUE,5,2/17/16 20:00,3:00,1:00
WO309619,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04014,Chiller 14,TRUE,5,3/15/18 18:30,3:00,1:00
WO282861,Refrigerant Addition and more specific Small Amount related to entire chiller system,entire chiller system,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04010,Chiller 10,TRUE,5,2/21/17 18:56,3:00,1:00
WO219674,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04702,Chiller 2,TRUE,5,4/19/15 5:00,3:00,1:00
WO277167,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04702,Chiller 2,TRUE,5,2/13/17 18:18,3:00,1:00
WO333245,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04007,Chiller 7,TRUE,5,3/8/19 13:00,3:00,1:00
WO309161,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04013,Chiller 13,TRUE,5,3/19/18 15:30,3:00,1:00
WO222160,Refrigerant Addition and more specific Small Amount related to entire chiller system,entire chiller system,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04010,Chiller 10,TRUE,5,1/9/15 15:30,3:00,1:00
WO335590,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04014,Chiller 14,TRUE,5,4/19/19 19:30,3:00,1:00
WO329270,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04007,Chiller 7,TRUE,5,2/14/19 13:30,3:00,1:00
WO278996,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04703,Chiller 3,TRUE,5,1/25/17 20:22,3:00,1:00
WO254584,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04007,Chiller 7,TRUE,5,2/24/16 18:30,3:00,1:00
WO227061,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04012,Chiller 12,TRUE,5,3/9/15 19:30,3:00,1:00
WO385285,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04013,Chiller 13,TRUE,5,4/3/21 19:30,3:00,1:00
WO304153,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04703,Chiller 3,TRUE,5,3/6/18 15:05,3:00,1:00
WO305006,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04014,Chiller 14,TRUE,5,3/5/18 16:11,3:00,1:00
WO354132,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04007,Chiller 7,TRUE,5,2/1/20 14:00,3:00,1:00
WO230413,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04013,Chiller 13,TRUE,5,4/20/15 15:30,3:00,1:00
WO256051,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04012,Chiller 12,TRUE,5,3/14/16 19:57,3:00,1:00
WO283820,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04013,Chiller 13,TRUE,5,2/27/17 19:40,3:00,1:00
WO384324,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04007,Chiller 7,TRUE,5,3/12/21 15:30,3:00,1:00
WO358246,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04007,Chiller 7,TRUE,5,4/1/20 19:30,3:00,1:00
WO254587,Refrigerant Addition and more specific Small Amount related to entire chiller system,entire chiller system,MT004,Refrigerant Addition,MT004a,Small Amount,CWC04010,Chiller 10,TRUE,5,2/29/16 13:19,3:00,1:00
WO222650,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04014,Chiller 14,TRUE,5,12/26/14 15:30,3:00,1:00
WO283424,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04012,Chiller 12,TRUE,5,3/1/17 20:02,3:00,1:00
WO256614,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04013,Chiller 13,TRUE,5,3/21/16 19:07,3:00,1:00
WO285957,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04013,Chiller 13,TRUE,5,4/3/17 17:05,3:00,1:00
WO309617,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04014,Chiller 14,TRUE,5,3/16/18 18:30,3:00,1:00
WO229010,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04014,Chiller 14,TRUE,5,4/16/15 19:01,3:00,1:00
WO361028,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04014,Chiller 14,TRUE,5,5/14/20 14:00,3:00,1:00
WO284414,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04014,Chiller 14,TRUE,5,3/28/17 22:45,3:00,1:00
WO259374,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04014,Chiller 14,TRUE,5,4/5/16 15:30,3:00,1:00
WO310244,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04014,Chiller 14,TRUE,5,5/18/18 12:35,3:00,1:00
WO218411,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04010,Chiller 10,TRUE,5,11/3/14 15:30,3:00,1:00
WO351965,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04010,Chiller 10,TRUE,5,12/8/19 20:30,3:00,1:00
WO327214,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04010,Chiller 10,TRUE,5,12/14/18 15:00,3:00,1:00
WO256718,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04704,Chiller 4,TRUE,5,5/11/16 12:30,3:00,1:00
WO290786,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04701,Chiller 1,TRUE,5,7/21/17 16:40,3:00,1:00
WO367152,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04701,Chiller 1,TRUE,5,10/20/20 19:00,3:00,1:00
WO341536,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04702,Chiller 2,TRUE,5,7/8/20 14:04,3:00,1:00
WO265199,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04702,Chiller 2,TRUE,5,8/19/16 21:30,3:00,1:00
WO271166,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04704,Chiller 4,TRUE,5,9/29/16 14:45,3:00,1:00
WO347231,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04704,Chiller 4,TRUE,5,5/28/20 13:55,3:00,1:00
WO309252,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04704,Chiller 4,TRUE,5,3/28/18 13:00,3:00,1:00
WO334373,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04704,Chiller 4,TRUE,5,4/17/19 17:15,3:00,1:00
WO348016,Calibration and more specific Control System Calibration related to calibration and control elements,calibration and control elements,MT011,Calibration,MT011b,Control System Calibration,CWC04702,Chiller 2,TRUE,5,12/10/19 19:30,3:00,1:00
WO398630,Calibration and more specific Control System Calibration related to calibration and control elements,calibration and control elements,MT011,Calibration,MT011b,Control System Calibration,CWC04702,Chiller 2,TRUE,5,10/5/21 15:30,3:00,1:00
WO305622,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04012,Chiller 12,TRUE,5,1/3/18 21:32,3:00,1:00
WO322072,Calibration and more specific Control System Calibration related to calibration and control elements,calibration and control elements,MT011,Calibration,MT011b,Control System Calibration,CWC04702,Chiller 2,TRUE,5,10/24/18 18:30,3:00,1:00
WO305627,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04012,Chiller 12,TRUE,5,2/16/18 19:44,3:00,1:00
WO252352,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04013,Chiller 13,TRUE,5,1/7/16 13:00,3:00,1:00
WO373355,Calibration and more specific Control System Calibration related to calibration and control elements,calibration and control elements,MT011,Calibration,MT011b,Control System Calibration,CWC04702,Chiller 2,TRUE,5,10/26/20 17:00,3:00,1:00
WO271638,Calibration and more specific Control System Calibration related to calibration and control elements,calibration and control elements,MT011,Calibration,MT011b,Control System Calibration,CWC04702,Chiller 2,TRUE,5,12/16/16 17:29,3:00,1:00
WO211107,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04006,Chiller 6,TRUE,5,9/4/14 15:30,3:00,1:00
WO372329,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04006,Chiller 6,TRUE,5,9/30/20 12:00,3:00,1:00
WO296253,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04006,Chiller 6,TRUE,5,11/29/17 20:26,3:00,1:00
WO377769,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04009,Chiller 9,TRUE,5,12/15/20 17:57,3:00,1:00
WO247570,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04012,Chiller 12,TRUE,5,11/6/15 14:00,3:00,1:00
WO230890,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04009,Chiller 9,TRUE,5,3/23/15 19:30,3:00,1:00
WO247572,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04009,Chiller 9,TRUE,5,11/6/15 16:00,3:00,1:00
WO259853,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04009,Chiller 9,TRUE,5,4/5/16 18:30,3:00,1:00
WO230927,Calibration and more specific Sensor Calibration related to calibration and control elements,calibration and control elements,MT011,Calibration,MT011a,Sensor Calibration,CWC04009,Chiller 9,TRUE,5,4/17/15 17:30,3:00,1:00
WO388108,Calibration and more specific Sensor Calibration related to calibration and control elements,calibration and control elements,MT011,Calibration,MT011a,Sensor Calibration,CWC04009,Chiller 9,TRUE,5,5/13/21 14:00,3:00,1:00
WO273707,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04010,Chiller 10,TRUE,5,10/17/16 19:30,3:00,1:00
WO363766,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04010,Chiller 10,TRUE,5,5/28/20 13:07,3:00,1:00
WO323258,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04010,Chiller 10,TRUE,5,10/18/18 15:30,3:00,1:00
WO312515,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04007,Chiller 7,TRUE,5,5/10/18 15:00,3:00,1:00
WO298876,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04009,Chiller 9,TRUE,5,9/28/17 19:30,3:00,1:00
WO232073,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04007,Chiller 7,TRUE,5,4/30/15 15:30,3:00,1:00
WO244384,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04009,Chiller 9,TRUE,5,9/25/15 15:30,3:00,1:00
WO287547,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04014,Chiller 14,TRUE,5,5/15/17 20:30,3:00,1:00
WO277241,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04704,Chiller 4,TRUE,5,1/30/17 12:14,3:00,1:00
WO232072,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04010,Chiller 10,TRUE,5,4/28/15 15:30,3:00,1:00
WO212967,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04703,Chiller 3,TRUE,5,9/7/14 15:30,3:00,1:00
WO324167,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04703,Chiller 3,TRUE,5,11/27/18 15:00,3:00,1:00
WO303526,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04703,Chiller 3,TRUE,5,2/1/18 19:42,3:00,1:00
WO343351,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04703,Chiller 3,TRUE,5,8/29/19 14:00,3:00,1:00
WO243372,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04703,Chiller 3,TRUE,5,9/15/15 15:30,3:00,1:00
WO297543,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04703,Chiller 3,TRUE,5,11/29/17 20:14,3:00,1:00
WO237635,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04701,Chiller 1,TRUE,5,7/10/15 7:30,3:00,1:00
WO292644,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04703,Chiller 3,TRUE,5,7/26/17 14:53,3:00,1:00
WO302071,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04009,Chiller 9,TRUE,5,11/28/17 19:05,3:00,1:00
WO343349,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04701,Chiller 1,TRUE,5,8/29/19 12:00,3:00,1:00
WO266741,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04701,Chiller 1,TRUE,5,8/2/16 19:30,3:00,1:00
WO348443,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04701,Chiller 1,TRUE,5,11/6/19 13:00,3:00,1:00
WO337071,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04009,Chiller 9,TRUE,5,5/19/19 13:00,3:00,1:00
WO398236,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04006,Chiller 6,TRUE,5,10/7/21 19:19,3:00,1:00
WO218389,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04012,Chiller 12,TRUE,5,11/3/14 15:30,3:00,1:00
WO388006,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04009,Chiller 9,TRUE,5,5/21/21 16:00,3:00,1:00
WO320888,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04006,Chiller 6,TRUE,5,9/20/18 12:04,3:00,1:00
WO241373,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04006,Chiller 6,TRUE,5,8/22/15 15:30,3:00,1:00
WO218388,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04009,Chiller 9,TRUE,5,11/3/14 15:30,3:00,1:00
WO377799,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04010,Chiller 10,TRUE,5,12/13/20 16:00,3:00,1:00
WO402643,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04010,Chiller 10,TRUE,5,12/28/21 19:30,3:00,1:00
WO343353,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04006,Chiller 6,TRUE,5,8/8/19 14:45,3:00,1:00
WO303070,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04704,Chiller 4,TRUE,5,11/29/17 18:55,3:00,1:00
WO205740,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04006,Chiller 6,TRUE,5,6/27/14 13:30,3:00,1:00
WO202869,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04701,Chiller 1,TRUE,5,7/9/14 11:00,3:00,1:00
WO235605,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04702,Chiller 2,TRUE,5,8/3/15 22:30,3:00,1:00
WO290787,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04702,Chiller 2,TRUE,5,7/21/17 15:09,3:00,1:00
WO367153,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04702,Chiller 2,TRUE,5,10/20/20 19:00,3:00,1:00
WO372367,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04704,Chiller 4,TRUE,5,9/22/20 19:00,3:00,1:00
WO228423,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04704,Chiller 4,TRUE,5,4/30/15 15:30,3:00,1:00
WO296301,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04704,Chiller 4,TRUE,5,10/10/17 19:00,3:00,1:00
WO322842,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04704,Chiller 4,TRUE,5,9/26/18 17:00,3:00,1:00
WO315856,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04701,Chiller 1,TRUE,5,7/17/18 15:30,3:00,1:00
WO323707,Routine Maintenance and more specific Scheduled Maintenance related to control system,control system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04006,Chiller 6,TRUE,5,3/21/19 15:30,3:00,1:00
WO299379,Routine Maintenance and more specific Scheduled Maintenance related to control system,control system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04006,Chiller 6,TRUE,5,3/13/18 15:30,3:00,1:00
WO302082,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04010,Chiller 10,TRUE,5,11/28/17 19:06,3:00,1:00
WO247586,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04010,Chiller 10,TRUE,5,11/6/15 17:00,3:00,1:00
WO276176,Oil Analysis and more specific Routine Oil Analysis related to compressor,compressor,MT010,Oil Analysis,MT010b,Routine Oil Analysis,CWC04010,Chiller 10,TRUE,5,11/3/16 18:09,3:00,1:00
WO315857,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04702,Chiller 2,TRUE,5,7/18/18 19:00,3:00,1:00
WO235604,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04701,Chiller 1,TRUE,5,7/2/15 13:30,3:00,1:00
WO202870,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04702,Chiller 2,TRUE,5,6/24/14 13:00,3:00,1:00
WO283927,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04704,Chiller 4,TRUE,5,4/25/17 21:30,3:00,1:00
WO242150,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04704,Chiller 4,TRUE,5,10/10/15 17:00,3:00,1:00
WO211683,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04704,Chiller 4,TRUE,5,9/3/14 15:30,3:00,1:00
WO341535,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04701,Chiller 1,TRUE,5,7/8/20 14:05,3:00,1:00
WO359523,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04704,Chiller 4,TRUE,5,5/28/20 13:56,3:00,1:00
WO265198,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04701,Chiller 1,TRUE,5,8/19/16 19:00,3:00,1:00
WO273703,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04009,Chiller 9,TRUE,5,10/5/16 14:00,3:00,1:00
WO259916,Calibration and more specific Sensor Calibration related to calibration and control elements,calibration and control elements,MT011,Calibration,MT011a,Sensor Calibration,CWC04009,Chiller 9,TRUE,5,5/16/16 17:21,3:00,1:00
WO337117,Calibration and more specific Sensor Calibration related to calibration and control elements,calibration and control elements,MT011,Calibration,MT011a,Sensor Calibration,CWC04009,Chiller 9,TRUE,5,5/14/19 19:30,3:00,1:00
WO362629,Calibration and more specific Sensor Calibration related to calibration and control elements,calibration and control elements,MT011,Calibration,MT011a,Sensor Calibration,CWC04009,Chiller 9,TRUE,5,5/20/20 17:00,3:00,1:00
WO287545,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04012,Chiller 12,TRUE,5,5/5/17 18:00,3:00,1:00
WO273708,Vibration Analysis and more specific Routine Vibration Analysis related to compressor,compressor,MT013,Vibration Analysis,MT013b,Routine Vibration Analysis,CWC04007,Chiller 7,TRUE,5,10/18/16 18:00,3:00,1:00
WO380173,Routine Maintenance and more specific Scheduled Maintenance related to entire chiller system,entire chiller system,MT001,Routine Maintenance,MT001a,Scheduled Maintenance,CWC04013,Chiller 13,TRUE,5,4/7/21 16:30,3:00,1:00
