equipment_id,equipment_name,rule_id,start_time,end_time
CWC04012,Chiller 12,RUL0022,11/23/22 0:00,11/23/22 16:00
CWC04012,Chiller 12,RUL0018,11/24/22 0:00,11/24/22 9:45
CWC04012,Chiller 12,RUL0022,11/24/22 4:15,11/24/22 16:00
CWC04012,Chiller 12,RUL0022,11/25/22 0:00,11/25/22 16:00
CWC04012,Chiller 12,RUL0018,11/26/22 1:12,11/26/22 23:59
CWC04012,Chiller 12,RUL0018,11/27/22 0:00,11/27/22 21:45
CWC04012,Chiller 12,RUL0018,11/28/22 0:00,11/29/22 0:00
CWC04012,Chiller 12,RUL0022,11/29/22 0:00,11/29/22 16:00
CWC04012,Chiller 12,RUL0022,11/30/22 0:00,11/30/22 16:00
CWC04012,Chiller 12,RUL0022,12/1/22 0:00,12/1/22 11:00
CWC04013,Chiller 13,RUL0022,6/1/22 5:45,6/1/22 10:45
CWC04014,Chiller 14,RUL0018,6/9/20 11:30,6/9/20 14:30
CWC04014,Chiller 14,RUL0018,6/11/20 8:30,6/12/20 0:00
CWC04014,Chiller 14,RUL0018,6/12/20 0:00,6/13/20 0:00
CWC04014,Chiller 14,RUL0018,6/13/20 0:00,6/14/20 0:00
CWC04014,Chiller 14,RUL0018,6/14/20 0:00,6/15/20 0:00
CWC04014,Chiller 14,RUL0018,6/15/20 0:00,6/16/20 0:00
CWC04014,Chiller 14,RUL0018,6/16/20 0:00,6/16/20 3:55
CWC04014,Chiller 14,RUL0018,6/16/20 3:56,6/16/20 23:59
CWC04014,Chiller 14,RUL0018,6/17/20 0:00,6/18/20 0:00
CWC04014,Chiller 14,RUL0018,6/18/20 0:00,6/19/20 0:00
CWC04014,Chiller 14,RUL0018,6/19/20 0:00,6/20/20 0:00
CWC04014,Chiller 14,RUL0018,6/20/20 0:00,6/21/20 0:00
CWC04014,Chiller 14,RUL0018,6/21/20 0:00,6/22/20 0:00
CWC04014,Chiller 14,RUL0018,6/22/20 0:00,6/22/20 3:09
CWC04014,Chiller 14,RUL0018,6/22/20 3:09,6/23/20 0:00
CWC04014,Chiller 14,RUL0018,6/23/20 0:00,6/24/20 0:00
CWC04014,Chiller 14,RUL0018,6/24/20 0:00,6/24/20 7:52
CWC04014,Chiller 14,RUL0018,6/24/20 10:25,6/25/20 0:00
CWC04014,Chiller 14,RUL0018,6/25/20 0:00,6/26/20 0:00
CWC04014,Chiller 14,RUL0018,6/26/20 0:00,6/27/20 0:00
CWC04014,Chiller 14,RUL0018,6/27/20 0:00,6/28/20 0:00
CWC04014,Chiller 14,RUL0018,6/28/20 0:00,6/29/20 0:00
CWC04014,Chiller 14,RUL0018,6/29/20 0:00,6/30/20 0:00
CWC04014,Chiller 14,RUL0018,6/30/20 0:00,7/1/20 0:00
CWC04014,Chiller 14,RUL0018,7/1/20 0:00,7/2/20 0:00
CWC04014,Chiller 14,RUL0018,7/2/20 0:00,7/3/20 0:00
CWC04014,Chiller 14,RUL0018,7/3/20 0:00,7/4/20 0:00
CWC04014,Chiller 14,RUL0018,7/4/20 0:00,7/5/20 0:00
CWC04014,Chiller 14,RUL0018,7/5/20 0:00,7/6/20 0:00
CWC04014,Chiller 14,RUL0018,7/6/20 0:00,7/7/20 0:00
CWC04014,Chiller 14,RUL0018,7/7/20 0:00,7/8/20 0:00
CWC04014,Chiller 14,RUL0018,7/8/20 0:00,7/9/20 0:00
CWC04014,Chiller 14,RUL0018,7/9/20 0:00,7/10/20 0:00
CWC04014,Chiller 14,RUL0018,7/10/20 0:00,7/11/20 0:00
CWC04014,Chiller 14,RUL0018,7/11/20 0:00,7/12/20 0:00
CWC04014,Chiller 14,RUL0018,7/12/20 0:00,7/13/20 0:00
CWC04014,Chiller 14,RUL0018,7/13/20 0:00,7/14/20 0:00
CWC04014,Chiller 14,RUL0018,7/14/20 0:00,7/15/20 0:00
CWC04014,Chiller 14,RUL0018,7/15/20 0:00,7/15/20 4:59
CWC04014,Chiller 14,RUL0018,7/15/20 5:00,7/15/20 23:59
CWC04014,Chiller 14,RUL0018,7/16/20 1:40,7/17/20 0:00
CWC04014,Chiller 14,RUL0018,7/17/20 0:00,7/18/20 0:00
CWC04014,Chiller 14,RUL0018,7/18/20 0:00,7/19/20 0:00
CWC04014,Chiller 14,RUL0018,7/19/20 0:00,7/20/20 0:00
CWC04014,Chiller 14,RUL0018,7/20/20 0:00,7/21/20 0:00
CWC04014,Chiller 14,RUL0018,7/21/20 0:00,7/22/20 0:00
CWC04014,Chiller 14,RUL0018,7/22/20 0:00,7/23/20 0:00
CWC04014,Chiller 14,RUL0018,7/23/20 0:00,7/24/20 0:00
CWC04014,Chiller 14,RUL0018,7/24/20 0:00,7/25/20 0:00
CWC04014,Chiller 14,RUL0018,7/25/20 0:00,7/25/20 17:21
CWC04014,Chiller 14,RUL0018,7/25/20 19:03,7/26/20 0:00
CWC04014,Chiller 14,RUL0018,7/26/20 0:00,7/26/20 15:07
CWC04014,Chiller 14,RUL0018,7/26/20 15:07,7/27/20 0:00
CWC04014,Chiller 14,RUL0018,7/27/20 0:00,7/28/20 0:00
CWC04014,Chiller 14,RUL0018,7/28/20 0:00,7/28/20 9:00
CWC04014,Chiller 14,RUL0018,7/28/20 9:15,7/29/20 0:00
CWC04014,Chiller 14,RUL0018,7/29/20 0:00,7/30/20 0:00
CWC04014,Chiller 14,RUL0018,7/30/20 0:00,7/31/20 0:00
CWC04014,Chiller 14,RUL0018,7/31/20 0:36,8/1/20 0:00
CWC04014,Chiller 14,RUL0018,8/1/20 0:00,8/2/20 0:00
CWC04014,Chiller 14,RUL0018,8/2/20 0:00,8/3/20 0:00
CWC04014,Chiller 14,RUL0018,8/3/20 0:00,8/4/20 0:00
CWC04014,Chiller 14,RUL0018,8/4/20 0:00,8/4/20 14:36
CWC04014,Chiller 14,RUL0018,8/10/20 13:30,8/11/20 0:00
CWC04014,Chiller 14,RUL0018,8/11/20 0:00,8/11/20 18:15
CWC04014,Chiller 14,RUL0018,8/11/20 19:30,8/12/20 0:00
CWC04014,Chiller 14,RUL0018,8/12/20 0:00,8/13/20 0:00
CWC04014,Chiller 14,RUL0018,8/13/20 0:00,8/14/20 0:00
CWC04014,Chiller 14,RUL0018,8/14/20 0:00,8/15/20 0:00
CWC04014,Chiller 14,RUL0018,8/15/20 0:00,8/16/20 0:00
CWC04014,Chiller 14,RUL0018,8/16/20 0:00,8/17/20 0:00
CWC04014,Chiller 14,RUL0018,8/17/20 0:00,8/17/20 3:04
CWC04014,Chiller 14,RUL0018,8/17/20 3:03,8/17/20 23:59
CWC04014,Chiller 14,RUL0018,8/18/20 0:00,8/18/20 23:36
CWC04014,Chiller 14,RUL0018,8/19/20 13:00,8/19/20 17:41
CWC04014,Chiller 14,RUL0018,8/20/20 8:17,8/21/20 0:00
CWC04014,Chiller 14,RUL0018,8/21/20 0:00,8/21/20 10:14
CWC04014,Chiller 14,RUL0018,8/21/20 11:01,8/21/20 23:59
CWC04014,Chiller 14,RUL0018,8/22/20 0:00,8/23/20 0:00
CWC04014,Chiller 14,RUL0018,8/23/20 0:00,8/24/20 0:00
CWC04014,Chiller 14,RUL0018,8/24/20 0:00,8/25/20 0:00
CWC04014,Chiller 14,RUL0018,8/25/20 0:00,8/26/20 0:00
CWC04014,Chiller 14,RUL0018,8/26/20 0:00,8/27/20 0:00
CWC04014,Chiller 14,RUL0018,8/27/20 0:00,8/28/20 0:00
CWC04014,Chiller 14,RUL0018,8/28/20 0:00,8/29/20 0:00
CWC04014,Chiller 14,RUL0018,8/29/20 0:00,8/30/20 0:00
CWC04014,Chiller 14,RUL0018,8/30/20 0:00,8/31/20 0:00
CWC04014,Chiller 14,RUL0018,8/31/20 0:00,8/31/20 22:56
CWC04014,Chiller 14,RUL0018,9/15/21 10:45,9/16/21 0:00
CWC04014,Chiller 14,RUL0018,9/16/21 0:00,9/16/21 8:34
CWC04014,Chiller 14,RUL0022,9/16/21 3:15,9/16/21 10:45
CWC04014,Chiller 14,RUL0022,9/22/21 9:45,9/22/21 15:15
CWC04014,Chiller 14,RUL0022,8/30/22 7:00,8/30/22 11:30
CWC04014,Chiller 14,RUL0022,8/31/22 5:45,8/31/22 16:00
CWC04014,Chiller 14,RUL0022,9/1/22 0:00,9/1/22 16:00
CWC04014,Chiller 14,RUL0022,9/2/22 0:00,9/2/22 16:00
CWC04014,Chiller 14,RUL0022,9/3/22 0:00,9/3/22 16:00
CWC04014,Chiller 14,RUL0022,9/4/22 0:00,9/4/22 13:00
CWC04702,Chiller 2,RUL0018,3/9/20 16:00,3/9/20 20:00
CWC04702,Chiller 2,RUL0018,3/9/20 20:15,3/9/20 23:15
CWC04702,Chiller 2,RUL0018,3/10/20 6:15,3/10/20 16:30
CWC04702,Chiller 2,RUL0018,3/11/20 1:45,3/11/20 6:00
CWC04702,Chiller 2,RUL0018,3/18/20 0:00,3/18/20 4:28
CWC04702,Chiller 2,RUL0018,3/18/20 4:28,3/18/20 19:30
CWC04702,Chiller 2,RUL0018,3/18/20 19:45,3/19/20 0:00
CWC04702,Chiller 2,RUL0018,3/19/20 0:30,3/19/20 10:45
CWC04702,Chiller 2,RUL0018,3/19/20 11:30,3/19/20 14:45
CWC04702,Chiller 2,RUL0018,3/20/20 10:30,3/20/20 13:30
CWC04702,Chiller 2,RUL0018,3/21/20 2:15,3/22/20 0:00
CWC04702,Chiller 2,RUL0018,3/26/20 14:45,3/26/20 18:15
CWC04702,Chiller 2,RUL0018,3/27/20 11:30,3/28/20 0:00
CWC04702,Chiller 2,RUL0018,3/28/20 2:30,3/28/20 14:15
CWC04702,Chiller 2,RUL0018,3/28/20 14:30,3/28/20 20:15
CWC04702,Chiller 2,RUL0018,3/28/20 20:30,3/29/20 0:00
CWC04702,Chiller 2,RUL0018,3/30/20 2:30,3/30/20 8:33
CWC04702,Chiller 2,RUL0018,3/30/20 10:09,3/30/20 17:45
CWC04702,Chiller 2,RUL0018,3/31/20 0:30,3/31/20 7:00
CWC04702,Chiller 2,RUL0018,3/31/20 7:15,3/31/20 23:00
CWC04702,Chiller 2,RUL0018,4/1/20 0:00,4/1/20 8:19
CWC04702,Chiller 2,RUL0018,4/1/20 9:00,4/2/20 0:00
CWC04702,Chiller 2,RUL0018,4/2/20 0:00,4/2/20 15:45
CWC04702,Chiller 2,RUL0018,4/2/20 19:45,4/3/20 0:00
CWC04702,Chiller 2,RUL0018,4/3/20 0:00,4/3/20 14:30
CWC04702,Chiller 2,RUL0018,4/4/20 7:45,4/4/20 10:45
CWC04702,Chiller 2,RUL0018,4/6/20 6:45,4/6/20 13:30
CWC04702,Chiller 2,RUL0018,4/6/20 13:45,4/6/20 21:30
CWC04702,Chiller 2,RUL0018,4/7/20 0:00,4/7/20 10:15
CWC04702,Chiller 2,RUL0018,9/22/20 3:15,9/22/20 9:45
CWC04702,Chiller 2,RUL0018,11/5/20 4:30,11/5/20 9:45
CWC04702,Chiller 2,RUL0018,11/9/20 1:30,11/9/20 10:15
CWC04702,Chiller 2,RUL0022,10/14/22 6:45,10/14/22 16:00
CWC04702,Chiller 2,RUL0022,10/15/22 0:00,10/15/22 16:00
CWC04702,Chiller 2,RUL0022,10/16/22 0:00,10/16/22 16:00
CWC04702,Chiller 2,RUL0022,10/17/22 0:00,10/17/22 16:00
CWC04702,Chiller 2,RUL0022,10/18/22 7:15,10/18/22 16:00
CWC04702,Chiller 2,RUL0022,10/19/22 0:00,10/19/22 12:00
CWC04702,Chiller 2,RUL0022,11/16/22 4:30,11/16/22 16:00
CWC04702,Chiller 2,RUL0022,11/17/22 0:00,11/17/22 16:00
CWC04702,Chiller 2,RUL0022,11/18/22 0:00,11/18/22 16:00
CWC04702,Chiller 2,RUL0022,11/20/22 3:45,11/20/22 16:00
CWC04702,Chiller 2,RUL0022,11/21/22 0:00,11/21/22 16:00
CWC04702,Chiller 2,RUL0022,11/22/22 0:00,11/22/22 4:00
CWC04702,Chiller 2,RUL0022,11/22/22 4:30,11/22/22 16:00
CWC04702,Chiller 2,RUL0022,11/23/22 0:00,11/23/22 6:45
CWC04702,Chiller 2,RUL0022,2/15/23 3:30,2/15/23 16:00
CWC04702,Chiller 2,RUL0022,2/16/23 0:00,2/16/23 11:15
CWC04703,Chiller 3,RUL0017,6/4/20 3:15,6/4/20 10:30
CWC04703,Chiller 3,RUL0012,6/4/20 3:15,6/4/20 10:45
CWC04703,Chiller 3,RUL0021,6/6/20 11:42,6/6/20 23:59
CWC04703,Chiller 3,RUL0021,6/7/20 0:00,6/8/20 0:00
CWC04703,Chiller 3,RUL0021,6/8/20 0:00,6/8/20 8:00
CWC04703,Chiller 3,RUL0021,9/29/20 9:17,9/29/20 12:41
CWC04703,Chiller 3,RUL0022,9/22/21 9:45,9/22/21 15:15
CWC04703,Chiller 3,RUL0022,9/24/21 5:45,9/24/21 10:15
CWC04704,Chiller 4,RUL0018,2/5/20 4:00,2/5/20 7:01
CWC04704,Chiller 4,RUL0018,2/24/20 20:15,2/25/20 0:00
CWC04704,Chiller 4,RUL0018,2/26/20 7:00,2/26/20 13:45
CWC04704,Chiller 4,RUL0018,3/12/20 1:45,3/12/20 8:15
CWC04704,Chiller 4,RUL0018,3/12/20 8:30,3/12/20 12:30
CWC04704,Chiller 4,RUL0018,3/14/20 10:00,3/15/20 0:00
CWC04704,Chiller 4,RUL0018,3/15/20 0:00,3/16/20 0:00
CWC04704,Chiller 4,RUL0018,3/16/20 0:00,3/16/20 15:30
CWC04704,Chiller 4,RUL0018,3/16/20 15:45,3/16/20 20:00
CWC04704,Chiller 4,RUL0018,4/10/20 0:30,4/10/20 4:45
CWC04704,Chiller 4,RUL0018,4/10/20 7:45,4/10/20 12:00
CWC04704,Chiller 4,RUL0018,4/11/20 2:00,4/11/20 7:00
CWC04704,Chiller 4,RUL0018,4/11/20 9:45,4/11/20 12:45
CWC04704,Chiller 4,RUL0018,4/12/20 1:45,4/12/20 8:15
CWC04704,Chiller 4,RUL0018,4/14/20 1:30,4/14/20 8:00
CWC04704,Chiller 4,RUL0018,4/14/20 9:00,4/14/20 15:15
CWC04704,Chiller 4,RUL0018,4/14/20 17:30,4/14/20 20:30
CWC04704,Chiller 4,RUL0018,4/15/20 5:45,4/15/20 16:30
CWC04704,Chiller 4,RUL0018,4/15/20 16:45,4/16/20 0:00
CWC04704,Chiller 4,RUL0018,4/16/20 5:00,4/16/20 9:00
CWC04704,Chiller 4,RUL0018,4/16/20 9:15,4/16/20 15:45
CWC04704,Chiller 4,RUL0018,4/16/20 16:00,4/16/20 20:00
CWC04704,Chiller 4,RUL0018,4/17/20 0:15,4/17/20 14:15
CWC04704,Chiller 4,RUL0018,4/17/20 14:30,4/17/20 19:15
CWC04704,Chiller 4,RUL0018,4/17/20 21:00,4/18/20 0:00
CWC04704,Chiller 4,RUL0018,4/18/20 0:00,4/18/20 13:15
CWC04704,Chiller 4,RUL0018,4/19/20 2:45,4/19/20 10:15
CWC04704,Chiller 4,RUL0018,4/20/20 18:15,4/21/20 0:00
CWC04704,Chiller 4,RUL0018,4/21/20 0:00,4/21/20 9:07
CWC04704,Chiller 4,RUL0018,4/22/20 14:15,4/22/20 23:30
CWC04704,Chiller 4,RUL0018,4/28/20 0:15,4/28/20 3:15
CWC04704,Chiller 4,RUL0018,5/5/20 8:15,5/5/20 14:45
CWC04704,Chiller 4,RUL0018,5/6/20 0:00,5/6/20 3:30
CWC04704,Chiller 4,RUL0018,5/12/20 8:45,5/12/20 12:00
CWC04704,Chiller 4,RUL0018,5/12/20 16:00,5/12/20 19:45
CWC04704,Chiller 4,RUL0018,5/12/20 20:15,5/13/20 0:00
CWC04704,Chiller 4,RUL0018,5/13/20 4:15,5/13/20 10:45
CWC04704,Chiller 4,RUL0018,5/14/20 4:15,5/14/20 9:00
CWC04704,Chiller 4,RUL0018,5/20/20 20:15,5/21/20 0:00
CWC04704,Chiller 4,RUL0018,5/21/20 0:00,5/21/20 4:15
CWC04704,Chiller 4,RUL0018,5/23/20 20:45,5/24/20 0:00
CWC04704,Chiller 4,RUL0018,5/24/20 0:00,5/24/20 4:45
CWC04704,Chiller 4,RUL0021,6/6/20 11:42,6/6/20 23:59
CWC04704,Chiller 4,RUL0021,6/7/20 0:00,6/8/20 0:00
CWC04704,Chiller 4,RUL0021,6/8/20 0:00,6/8/20 8:00
CWC04704,Chiller 4,RUL0021,8/19/20 0:00,8/19/20 10:45
CWC04704,Chiller 4,RUL0021,8/19/20 17:41,8/20/20 0:00
CWC04704,Chiller 4,RUL0021,8/20/20 0:00,8/20/20 8:17
CWC04704,Chiller 4,RUL0018,9/23/20 2:30,9/23/20 8:00
CWC04704,Chiller 4,RUL0021,9/29/20 9:17,9/29/20 12:41
CWC04704,Chiller 4,RUL0018,10/3/20 3:15,10/3/20 7:45
CWC04704,Chiller 4,RUL0018,10/4/20 5:00,10/4/20 9:15
CWC04704,Chiller 4,RUL0018,10/8/20 18:30,10/8/20 23:00
CWC04704,Chiller 4,RUL0018,10/9/20 3:00,10/9/20 11:45
CWC04704,Chiller 4,RUL0018,10/12/20 11:45,10/12/20 15:00
CWC04704,Chiller 4,RUL0021,10/13/20 13:25,10/14/20 0:00
CWC04704,Chiller 4,RUL0021,10/14/20 0:00,10/14/20 14:12
CWC04704,Chiller 4,RUL0018,10/14/20 20:15,10/14/20 23:45
CWC04704,Chiller 4,RUL0018,10/17/20 0:45,10/17/20 3:45
CWC04704,Chiller 4,RUL0018,10/17/20 6:30,10/17/20 11:45
CWC04704,Chiller 4,RUL0018,10/17/20 14:15,10/17/20 20:00
CWC04704,Chiller 4,RUL0018,10/17/20 20:15,10/18/20 0:00
CWC04704,Chiller 4,RUL0018,10/18/20 0:00,10/18/20 3:00
CWC04704,Chiller 4,RUL0018,10/18/20 4:30,10/18/20 12:45
CWC04704,Chiller 4,RUL0021,10/21/20 16:11,10/21/20 23:59
CWC04704,Chiller 4,RUL0021,10/22/20 0:00,10/22/20 10:06
CWC04704,Chiller 4,RUL0018,10/24/20 17:45,10/24/20 22:15
CWC04704,Chiller 4,RUL0018,10/25/20 0:00,10/25/20 20:15
CWC04704,Chiller 4,RUL0021,10/26/20 0:00,10/26/20 11:15
CWC04704,Chiller 4,RUL0018,10/27/20 15:45,10/28/20 0:00
CWC04704,Chiller 4,RUL0018,10/28/20 0:00,10/28/20 3:15
CWC04704,Chiller 4,RUL0018,10/28/20 6:00,10/28/20 11:30
CWC04704,Chiller 4,RUL0018,10/29/20 14:45,10/29/20 17:45
CWC04704,Chiller 4,RUL0018,10/29/20 19:45,10/30/20 0:00
CWC04704,Chiller 4,RUL0018,10/30/20 0:15,10/30/20 10:15
CWC04704,Chiller 4,RUL0018,10/30/20 12:45,10/30/20 21:45
CWC04704,Chiller 4,RUL0018,11/1/20 12:48,11/1/20 16:00
CWC04704,Chiller 4,RUL0018,11/1/20 20:00,11/2/20 1:00
CWC04704,Chiller 4,RUL0018,11/2/20 0:00,11/2/20 18:30
CWC04704,Chiller 4,RUL0018,1/16/21 12:30,1/17/21 0:00
CWC04704,Chiller 4,RUL0018,1/17/21 0:00,1/18/21 0:00
CWC04704,Chiller 4,RUL0018,1/18/21 0:00,1/18/21 22:13
CWC04704,Chiller 4,RUL0018,2/16/21 13:15,2/16/21 22:54
CWC04704,Chiller 4,RUL0018,2/24/21 14:30,2/25/21 0:00
CWC04704,Chiller 4,RUL0017,2/25/21 1:30,2/25/21 12:45
CWC04704,Chiller 4,RUL0018,2/25/21 12:45,2/25/21 22:59
CWC04704,Chiller 4,RUL0017,3/9/21 10:26,3/10/21 0:00
CWC04704,Chiller 4,RUL0012,3/9/21 10:26,3/10/21 0:00
CWC04704,Chiller 4,RUL0017,3/10/21 13:43,3/10/21 23:59
CWC04704,Chiller 4,RUL0012,3/10/21 13:43,3/10/21 23:59
CWC04704,Chiller 4,RUL0017,3/11/21 0:00,3/12/21 0:00
CWC04704,Chiller 4,RUL0012,3/11/21 0:00,3/12/21 0:00
CWC04704,Chiller 4,RUL0017,3/12/21 0:00,3/13/21 0:00
CWC04704,Chiller 4,RUL0012,3/12/21 0:00,3/13/21 0:00
CWC04704,Chiller 4,RUL0018,3/18/21 11:04,3/19/21 0:00
CWC04704,Chiller 4,RUL0018,3/19/21 0:00,3/19/21 5:12
CWC04704,Chiller 4,RUL0018,3/20/21 6:37,3/20/21 23:59
CWC04704,Chiller 4,RUL0018,3/22/21 9:03,3/23/21 0:00
CWC04704,Chiller 4,RUL0018,3/23/21 0:00,3/23/21 15:45
CWC04704,Chiller 4,RUL0018,3/23/21 16:00,3/24/21 0:00
CWC04704,Chiller 4,RUL0018,3/24/21 0:00,3/24/21 15:30
CWC04704,Chiller 4,RUL0018,3/24/21 18:15,3/25/21 0:00
CWC04704,Chiller 4,RUL0018,3/25/21 0:00,3/25/21 11:30
CWC04704,Chiller 4,RUL0018,3/26/21 0:00,3/26/21 10:45
CWC04704,Chiller 4,RUL0018,3/26/21 14:30,3/27/21 0:00
CWC04704,Chiller 4,RUL0018,3/27/21 0:00,3/28/21 0:00
CWC04704,Chiller 4,RUL0018,3/28/21 0:00,3/29/21 0:00
CWC04704,Chiller 4,RUL0018,3/29/21 0:00,3/30/21 0:00
CWC04704,Chiller 4,RUL0018,3/30/21 12:30,3/31/21 0:00
CWC04704,Chiller 4,RUL0018,3/31/21 0:00,3/31/21 16:15
CWC04704,Chiller 4,RUL0018,4/1/21 0:00,4/2/21 0:00
CWC04704,Chiller 4,RUL0017,4/15/21 16:25,4/15/21 19:37
CWC04704,Chiller 4,RUL0018,4/15/21 16:25,4/15/21 19:37
CWC04704,Chiller 4,RUL0012,4/15/21 16:25,4/15/21 19:37
CWC04704,Chiller 4,RUL0018,9/15/21 10:45,9/16/21 0:00
CWC04704,Chiller 4,RUL0018,9/16/21 0:00,9/16/21 8:28
CWC04704,Chiller 4,RUL0022,9/22/21 9:00,9/22/21 16:00
CWC04704,Chiller 4,RUL0022,9/23/21 5:45,9/23/21 10:15
CWC04704,Chiller 4,RUL0022,9/24/21 4:00,9/24/21 10:15
CWC04704,Chiller 4,RUL0022,9/25/21 5:30,9/25/21 16:00
CWC04704,Chiller 4,RUL0022,9/26/21 0:00,9/26/21 13:15
CWC04704,Chiller 4,RUL0018,9/26/21 15:57,9/27/21 0:00
CWC04704,Chiller 4,RUL0018,9/27/21 0:00,9/27/21 8:45
CWC04704,Chiller 4,RUL0022,9/27/21 5:00,9/27/21 13:00
CWC04704,Chiller 4,RUL0022,9/28/21 7:30,9/28/21 16:00
CWC04704,Chiller 4,RUL0022,9/29/21 0:00,9/29/21 16:00
CWC04704,Chiller 4,RUL0022,9/30/21 0:00,9/30/21 16:00
CWC04704,Chiller 4,RUL0022,10/1/21 0:00,10/1/21 12:00
CWC04704,Chiller 4,RUL0022,10/4/21 7:30,10/4/21 9:30
CWC04704,Chiller 4,RUL0018,10/7/21 11:45,10/7/21 18:01
CWC04704,Chiller 4,RUL0022,10/19/21 6:45,10/19/21 11:15
CWC04704,Chiller 4,RUL0022,10/26/21 3:45,10/26/21 16:00
CWC04704,Chiller 4,RUL0022,10/27/21 0:00,10/27/21 16:00
CWC04704,Chiller 4,RUL0022,10/28/21 0:00,10/28/21 16:00
CWC04704,Chiller 4,RUL0022,10/29/21 0:00,10/29/21 16:00
CWC04704,Chiller 4,RUL0022,10/30/21 0:00,10/30/21 16:00
CWC04704,Chiller 4,RUL0022,10/31/21 0:00,10/31/21 16:00
CWC04704,Chiller 4,RUL0022,11/1/21 0:00,11/1/21 1:30
CWC04704,Chiller 4,RUL0018,11/1/21 3:47,11/1/21 14:29
CWC04704,Chiller 4,RUL0018,11/1/21 14:45,11/2/21 0:00
CWC04704,Chiller 4,RUL0018,11/2/21 0:00,11/2/21 11:30
CWC04704,Chiller 4,RUL0022,11/3/21 6:45,11/3/21 13:15
CWC04704,Chiller 4,RUL0022,11/9/21 9:30,11/9/21 16:00
CWC04704,Chiller 4,RUL0022,11/10/21 0:00,11/10/21 8:15
CWC04704,Chiller 4,RUL0022,11/11/21 10:15,11/11/21 16:00
CWC04704,Chiller 4,RUL0022,11/12/21 10:15,11/12/21 10:45
CWC04704,Chiller 4,RUL0022,11/12/21 12:00,11/12/21 16:00
CWC04704,Chiller 4,RUL0022,11/13/21 0:00,11/13/21 6:00
CWC04704,Chiller 4,RUL0018,11/13/21 10:14,11/13/21 23:59
CWC04704,Chiller 4,RUL0018,11/14/21 0:00,11/15/21 0:00
CWC04704,Chiller 4,RUL0018,11/15/21 0:00,11/15/21 16:30
CWC04704,Chiller 4,RUL0022,11/15/21 10:00,11/15/21 16:00
CWC04704,Chiller 4,RUL0022,11/16/21 0:00,11/16/21 16:00
CWC04704,Chiller 4,RUL0022,11/17/21 11:45,11/17/21 16:00
CWC04704,Chiller 4,RUL0022,11/18/21 0:00,11/18/21 6:00
CWC04704,Chiller 4,RUL0018,11/18/21 7:45,11/18/21 23:59
CWC04704,Chiller 4,RUL0018,11/19/21 0:00,11/20/21 0:00
CWC04704,Chiller 4,RUL0018,11/20/21 0:00,11/21/21 0:00
CWC04704,Chiller 4,RUL0018,11/21/21 0:00,11/22/21 0:00
CWC04704,Chiller 4,RUL0018,11/22/21 0:00,11/22/21 17:59
CWC04704,Chiller 4,RUL0018,11/22/21 18:04,11/23/21 0:00
CWC04704,Chiller 4,RUL0018,11/23/21 0:00,11/24/21 0:00
CWC04704,Chiller 4,RUL0018,11/24/21 0:00,11/24/21 22:16
CWC04704,Chiller 4,RUL0018,11/25/21 0:00,11/26/21 0:00
CWC04704,Chiller 4,RUL0018,11/26/21 0:00,11/26/21 5:28
CWC04704,Chiller 4,RUL0018,11/26/21 5:32,11/26/21 23:59
CWC04704,Chiller 4,RUL0018,11/27/21 0:00,11/27/21 12:20
CWC04704,Chiller 4,RUL0018,12/2/21 6:15,12/3/21 0:00
CWC04704,Chiller 4,RUL0018,12/3/21 0:00,12/3/21 22:02
CWC04704,Chiller 4,RUL0022,12/13/21 13:45,12/13/21 16:00
CWC04704,Chiller 4,RUL0022,12/14/21 0:00,12/14/21 0:45
CWC04704,Chiller 4,RUL0018,12/14/21 16:00,12/14/21 23:06
CWC04704,Chiller 4,RUL0022,8/30/22 7:00,8/30/22 11:30
CWC04704,Chiller 4,RUL0022,8/31/22 6:00,8/31/22 16:00
CWC04704,Chiller 4,RUL0022,9/1/22 0:00,9/1/22 16:00
CWC04704,Chiller 4,RUL0022,9/2/22 0:00,9/2/22 16:00
CWC04704,Chiller 4,RUL0022,9/3/22 0:00,9/3/22 16:00
CWC04704,Chiller 4,RUL0022,9/4/22 0:00,9/4/22 13:00
CWC04704,Chiller 4,RUL0022,10/12/22 8:15,10/12/22 16:00
CWC04704,Chiller 4,RUL0022,10/13/22 0:00,10/13/22 16:00
CWC04704,Chiller 4,RUL0022,10/14/22 0:00,10/14/22 9:45
CWC04704,Chiller 4,RUL0022,10/25/22 4:00,10/25/22 13:15
CWC04704,Chiller 4,RUL0022,10/26/22 3:15,10/26/22 10:15
CWC04704,Chiller 4,RUL0018,10/27/22 14:30,10/28/22 0:00
CWC04704,Chiller 4,RUL0018,10/28/22 0:00,10/28/22 16:05
CWC04704,Chiller 4,RUL0022,10/28/22 10:15,10/28/22 16:00
CWC04704,Chiller 4,RUL0022,10/31/22 2:30,10/31/22 16:00
CWC04704,Chiller 4,RUL0022,11/1/22 2:45,11/1/22 16:00
CWC04704,Chiller 4,RUL0022,11/2/22 0:00,11/2/22 16:00
CWC04704,Chiller 4,RUL0022,11/3/22 0:00,11/3/22 16:00
CWC04704,Chiller 4,RUL0022,11/4/22 0:00,11/4/22 16:00
CWC04704,Chiller 4,RUL0022,11/5/22 0:00,11/5/22 16:00
CWC04704,Chiller 4,RUL0022,11/6/22 0:00,11/6/22 17:00
